,wave1_amp_middle,wave1_amp_max,wave1_phase_middle,wave2_amp_middle,wave2_amp_max,wave2_phase_middle,wave3_amp_middle,wave3_amp_max,wave3_phase_middle,wave4_amp_middle,wave4_amp_max,wave4_phase_middle,wave5_amp_middle,wave5_amp_max,wave5_phase_middle,wave6_amp_middle,wave6_amp_max,wave6_phase_middle,wave7_amp_middle,wave7_amp_max,wave7_phase_middle,wave8_amp_middle,wave8_amp_max,wave8_phase_middle,wave9_amp_middle,wave9_amp_max,wave9_phase_middle,ZW3_index,env_amp_mean,env_extent,env_start_lon,env_end_lon,nenv_amp_mean,nenv_extent,nenv_start_lon,nenv_end_lon
1979-04-16,99.95,100.53,210.00,16.57,34.36,143.25,72.16,76.70,59.25,24.33,26.60,24.00,11.16,13.21,0.00,4.75,10.15,19.50,0.79,3.46,3.75,1.48,2.14,26.25,0.48,2.61,4.50,0.02,130.69,54.00,303.00,356.25,0.82,51.75,303.00,354.00
1979-04-17,98.75,99.34,210.75,17.70,34.84,144.00,69.42,72.19,59.25,26.84,30.24,29.25,10.13,11.95,3.00,3.60,10.22,28.50,2.07,3.40,2.25,2.94,3.31,31.50,0.67,3.25,9.00,0.06,129.60,57.75,303.00,0.00,0.79,56.25,302.25,357.75
1979-04-18,96.21,96.80,210.75,17.37,35.65,147.00,66.05,67.36,60.00,27.72,32.57,33.00,8.42,10.87,2.25,2.08,10.98,43.50,3.54,4.99,7.50,2.05,4.88,33.75,0.50,3.18,18.00,0.13,127.19,54.75,306.00,0.00,0.73,54.75,303.00,357.00
1979-04-19,93.29,93.96,211.50,15.57,34.56,150.75,61.56,62.03,60.00,28.11,33.51,36.00,9.49,12.23,0.75,1.88,10.84,57.00,2.55,4.11,12.00,2.79,6.28,34.50,0.21,1.85,18.00,0.12,123.01,50.25,308.25,357.75,0.67,51.00,304.50,354.75
1979-04-20,92.26,93.05,211.50,14.16,32.74,149.25,56.49,56.66,60.00,28.42,32.45,38.25,11.18,13.24,2.25,1.42,9.99,2.25,3.06,5.18,12.00,2.10,6.04,37.50,0.17,2.12,18.00,0.05,118.98,44.25,312.00,355.50,0.59,45.75,309.75,354.75
1979-04-21,92.35,93.19,211.50,16.55,30.81,147.00,51.23,51.31,59.25,27.07,29.81,42.00,9.30,11.11,4.50,1.66,10.81,58.50,3.43,6.45,15.00,2.32,5.44,38.25,0.32,2.25,34.50,-0.04,115.87,39.00,316.50,354.75,0.52,39.75,315.75,354.75
1979-04-22,92.15,92.91,210.75,17.38,28.85,144.00,44.65,45.06,57.75,24.37,26.01,45.75,8.44,10.14,3.75,2.25,10.34,1.50,3.31,6.36,15.75,1.73,5.25,42.75,0.39,1.64,6.75,-0.08,111.30,21.75,326.25,347.25,0.43,19.50,327.75,346.50
1979-04-23,91.37,91.78,212.25,17.05,23.98,140.25,40.19,41.44,55.50,22.46,24.23,47.25,7.99,9.21,2.25,2.83,10.63,1.50,3.62,5.76,15.75,1.19,3.69,42.00,0.35,1.81,16.50,-0.15,106.35,0.00,0.00,0.00,0.35,0.00,0.00,0.00
1979-04-24,90.67,90.67,213.75,16.38,18.56,136.50,37.56,38.68,53.25,19.13,22.69,50.25,9.20,9.91,1.50,2.02,9.79,2.25,3.83,5.37,18.75,1.29,3.76,1.50,0.54,1.93,12.75,-0.18,101.45,0.00,0.00,0.00,0.29,0.00,0.00,0.00
1979-04-25,92.16,92.16,216.00,16.39,16.88,135.00,35.03,35.16,51.75,14.52,21.41,52.50,11.52,12.11,1.50,3.50,9.23,58.50,2.78,5.00,19.50,0.60,3.39,3.75,0.63,1.79,6.75,-0.13,99.53,0.00,0.00,0.00,0.24,0.00,0.00,0.00
1979-04-26,93.33,93.33,216.75,16.14,16.66,135.00,33.01,33.11,49.50,9.68,18.82,54.75,14.05,14.16,4.50,2.66,8.57,59.25,3.55,5.40,21.75,0.88,3.17,4.50,0.72,1.30,6.00,-0.20,99.70,0.00,0.00,0.00,0.21,0.00,0.00,0.00
1979-04-27,93.35,93.35,217.50,15.18,16.03,132.75,32.25,32.93,48.00,4.85,13.99,58.50,13.81,13.87,9.00,3.32,7.58,53.25,1.71,5.72,27.00,0.47,3.48,6.00,1.43,1.59,5.25,-0.23,98.91,0.00,0.00,0.00,0.18,0.00,0.00,0.00
1979-04-28,94.76,94.80,219.00,13.84,14.93,129.75,33.66,34.85,45.75,0.84,13.79,89.25,12.06,13.70,12.75,4.52,7.90,57.00,1.93,5.72,16.50,0.81,3.21,39.00,2.00,2.24,9.00,-0.24,100.20,0.00,0.00,0.00,0.18,0.00,0.00,0.00
1979-04-29,96.60,96.98,219.75,14.07,16.86,125.25,36.96,38.41,44.25,4.13,16.53,19.50,7.78,11.93,16.50,3.32,7.57,59.25,2.70,7.18,24.75,2.19,4.42,36.75,2.21,2.30,10.50,-0.29,103.02,0.00,0.00,0.00,0.20,0.00,0.00,0.00
1979-04-30,97.64,98.47,220.50,16.17,21.28,121.50,40.63,41.59,45.00,5.75,20.95,24.75,2.60,10.13,14.25,3.49,7.60,56.25,1.37,7.77,27.75,2.55,4.38,39.00,1.64,1.72,13.50,-0.22,105.70,0.00,0.00,0.00,0.25,0.00,0.00,0.00
1979-05-01,98.21,100.34,221.25,19.03,24.96,120.00,40.32,40.89,45.75,7.24,23.77,29.25,3.76,9.15,1.50,3.87,7.81,57.00,1.62,7.16,19.50,1.82,3.11,39.00,2.29,2.30,12.75,-0.13,107.60,0.00,0.00,0.00,0.30,0.00,0.00,0.00
1979-05-02,100.15,103.83,222.75,23.19,29.51,118.50,37.71,37.85,45.00,8.63,24.56,36.00,4.87,9.27,71.25,4.64,8.58,57.75,1.89,7.86,23.25,2.88,4.30,38.25,2.57,2.63,11.25,-0.11,110.86,21.00,306.00,326.25,0.38,0.00,0.00,0.00
1979-05-03,101.45,107.11,225.75,27.81,35.39,119.25,35.34,35.35,43.50,8.34,22.81,41.25,8.11,10.80,2.25,4.59,8.54,0.00,1.73,7.17,24.75,2.91,4.40,39.00,3.22,3.27,15.00,-0.15,114.50,33.75,300.00,333.00,0.44,0.00,0.00,0.00
1979-05-04,103.07,110.72,230.25,32.27,40.20,119.25,32.30,32.82,41.25,8.39,20.52,45.75,6.42,12.64,8.25,4.94,6.26,57.00,1.31,5.71,21.00,2.26,4.18,40.50,3.36,3.44,15.75,-0.19,118.67,48.00,299.25,346.50,0.50,0.00,0.00,0.00
1979-05-05,104.95,114.56,234.00,34.00,43.49,119.25,30.38,31.44,38.25,8.86,18.31,53.25,3.69,14.44,3.75,6.98,7.25,0.00,2.02,6.37,23.25,2.61,4.26,39.75,2.47,2.48,18.00,-0.22,123.23,51.00,300.75,351.00,0.55,9.75,27.00,36.00
1979-05-06,107.27,119.62,236.25,33.38,44.97,120.00,29.95,30.48,34.50,7.03,16.20,60.00,6.32,16.20,70.50,4.67,6.00,2.25,0.53,6.91,24.75,3.42,4.44,40.50,2.50,2.73,18.00,-0.29,128.30,26.25,293.25,318.75,0.61,20.25,20.25,39.75
1979-05-07,108.61,122.75,236.25,31.18,46.84,123.00,34.80,34.80,31.50,4.54,15.82,63.75,9.78,20.02,0.00,4.44,4.72,59.25,2.08,6.58,17.25,3.15,4.34,39.75,2.30,2.38,18.75,-0.30,132.86,65.25,252.75,317.25,0.67,17.25,25.50,42.00
1979-05-08,106.22,122.09,234.75,29.09,48.79,125.25,42.62,42.62,30.00,2.91,15.44,63.00,11.07,22.11,2.25,4.97,5.77,1.50,2.07,7.69,24.00,2.70,3.82,39.75,1.95,2.14,18.75,-0.31,135.10,73.50,246.00,318.75,0.69,3.00,34.50,36.75
1979-05-09,102.79,120.41,231.75,27.82,50.01,126.00,50.15,50.15,30.00,4.55,17.11,67.50,11.39,21.41,3.75,3.07,7.02,58.50,1.60,7.72,29.25,3.13,3.78,38.25,2.94,2.96,18.00,-0.24,137.42,76.50,241.50,317.25,0.70,0.00,0.00,0.00
1979-05-10,99.54,119.30,229.50,29.50,52.74,124.50,54.25,54.25,30.00,7.41,18.26,75.00,8.84,20.09,6.00,5.38,7.28,54.75,1.48,7.10,27.00,3.13,3.78,36.75,2.94,2.94,18.75,-0.12,139.14,81.75,237.00,318.00,0.71,0.00,0.00,0.00
1979-05-11,96.42,119.03,227.25,31.62,56.43,123.75,54.47,54.47,30.00,10.74,18.39,79.50,6.94,19.80,4.50,7.18,7.57,57.75,1.73,6.11,30.00,3.76,4.35,38.25,2.54,2.55,18.75,-0.08,140.65,88.50,233.25,321.00,0.75,0.00,0.00,0.00
1979-05-12,95.62,120.86,226.50,33.13,61.79,124.50,51.87,51.87,29.25,13.70,18.68,84.75,6.26,20.40,1.50,6.66,8.78,1.50,1.32,5.48,44.25,2.48,3.34,39.75,2.63,2.72,19.50,-0.08,144.25,93.00,231.00,323.25,0.85,14.25,229.50,243.00
1979-05-13,97.35,124.27,226.50,35.49,67.61,126.75,50.64,50.64,28.50,14.90,20.57,88.50,6.98,20.56,70.50,4.95,11.14,6.00,0.55,4.93,12.00,2.56,2.99,36.75,2.52,2.55,18.75,-0.12,150.49,102.00,227.25,328.50,1.01,24.75,27.00,51.00
1979-05-14,99.31,128.63,226.50,36.71,72.71,129.75,52.22,52.29,27.75,14.97,24.03,2.25,7.30,20.87,71.25,2.15,15.48,14.25,0.82,6.13,26.25,3.00,3.29,38.25,3.03,3.16,19.50,-0.14,157.15,120.75,222.75,342.75,1.15,30.75,27.75,57.75
1979-05-15,100.59,132.84,227.25,35.67,77.25,131.25,53.34,53.40,28.50,14.04,26.64,3.00,5.36,23.11,70.50,2.02,18.50,44.25,0.84,5.82,28.50,2.23,2.74,36.75,2.48,2.75,19.50,-0.05,161.93,137.25,216.00,352.50,1.22,78.00,269.25,346.50
1979-05-16,102.90,135.51,228.00,33.44,79.57,131.25,52.20,52.30,30.00,13.41,27.10,1.50,6.85,28.77,60.00,4.21,18.03,49.50,1.52,5.15,23.25,3.29,3.68,38.25,2.62,3.02,18.00,0.02,164.50,144.00,216.00,359.25,1.26,134.25,222.75,356.25
1979-05-17,105.00,138.06,226.50,30.42,80.82,132.00,50.44,50.44,30.00,15.68,27.06,1.50,12.22,34.07,62.25,6.25,14.67,56.25,3.04,7.30,24.00,2.23,3.81,40.50,2.32,3.22,19.50,0.02,166.91,148.50,215.25,3.00,1.34,138.00,223.50,0.75
1979-05-18,105.83,139.57,224.25,30.10,81.44,131.25,48.90,49.07,30.75,17.12,28.18,3.00,13.69,36.55,66.00,5.18,10.21,3.00,4.53,9.90,30.00,2.42,4.33,39.75,1.71,2.00,18.00,-0.06,168.74,153.00,214.50,6.75,1.39,104.25,262.50,6.00
1979-05-19,105.19,139.23,222.00,32.64,82.21,131.25,48.16,48.83,30.75,18.72,30.07,3.75,12.18,33.77,69.75,3.92,9.25,5.25,1.73,10.12,29.25,1.58,5.42,38.25,2.37,2.38,17.25,-0.11,170.31,157.50,212.25,9.00,1.42,102.00,267.75,9.00
1979-05-20,102.61,139.78,222.00,35.44,83.88,132.00,47.98,49.42,30.00,21.05,31.56,5.25,9.09,29.13,0.00,1.82,11.27,8.25,3.24,9.46,33.00,2.53,5.10,37.50,2.24,2.24,18.75,-0.11,171.99,160.50,210.00,9.75,1.41,109.50,261.00,9.75
1979-05-21,100.98,141.31,222.75,35.91,85.87,132.00,48.42,50.19,30.75,22.33,32.39,9.00,6.42,24.94,0.75,2.26,13.04,59.25,1.08,7.93,35.25,2.02,5.42,37.50,2.55,2.60,18.75,-0.04,173.04,162.00,207.75,9.00,1.36,113.25,255.75,8.25
1979-05-22,101.41,140.35,222.75,36.35,87.62,132.00,47.03,49.42,32.25,20.20,31.71,12.75,4.59,22.47,66.00,2.12,13.51,0.75,2.45,6.36,31.50,2.40,5.26,35.25,2.08,2.21,18.75,0.00,173.42,165.75,205.50,10.50,1.34,113.25,256.50,9.00
1979-05-23,101.16,135.33,222.00,38.43,88.26,131.25,43.79,49.02,32.25,14.80,28.83,17.25,6.47,21.18,62.25,1.75,12.57,50.25,1.85,6.07,39.75,3.06,4.71,33.75,1.80,2.24,18.00,0.07,171.78,168.00,206.25,13.50,1.26,109.50,261.75,10.50
1979-05-24,100.09,130.29,221.25,42.15,90.01,131.25,41.93,50.32,32.25,8.93,25.01,19.50,9.63,21.26,61.50,3.25,12.41,55.50,0.38,4.57,8.25,4.02,4.85,36.00,2.03,2.79,20.25,0.15,170.92,169.50,206.25,15.00,1.21,96.75,275.25,11.25
1979-05-25,97.88,126.73,222.00,44.13,92.41,131.25,43.20,52.04,31.50,4.83,20.78,24.75,12.06,22.23,63.75,0.66,13.79,57.75,1.32,3.97,22.50,4.04,4.53,36.00,1.56,2.23,21.00,0.21,171.53,170.25,206.25,15.75,1.21,86.25,285.75,11.25
1979-05-26,97.51,125.06,224.25,45.82,91.73,132.75,45.16,54.79,30.75,3.56,15.38,45.75,13.34,24.08,64.50,2.67,14.68,47.25,0.48,4.14,20.25,3.90,4.25,36.75,1.92,2.36,19.50,0.34,172.66,171.00,207.75,18.00,1.22,69.75,303.75,12.75
1979-05-27,98.19,123.22,224.25,46.57,91.74,135.00,48.06,56.99,30.00,7.50,13.80,59.25,14.57,25.88,66.00,2.83,13.95,52.50,2.34,3.84,23.25,4.70,5.22,36.00,2.36,2.61,20.25,0.40,173.93,171.00,209.25,19.50,1.22,66.00,306.75,12.00
1979-05-28,97.64,121.00,225.00,45.68,90.57,136.50,51.56,58.88,30.00,12.77,16.64,64.50,14.64,26.30,67.50,2.46,12.86,51.00,2.31,3.85,30.75,4.03,4.86,38.25,2.68,2.92,21.75,0.41,172.94,170.25,209.25,18.75,1.16,59.25,306.00,4.50
1979-05-29,97.72,118.42,226.50,43.42,86.33,137.25,54.91,60.79,30.00,16.90,19.13,69.75,14.51,25.20,70.50,2.00,12.06,53.25,1.54,4.37,29.25,2.10,6.04,39.00,2.73,2.73,24.75,0.44,169.98,160.50,209.25,9.00,1.09,30.00,303.00,332.25
1979-05-30,98.71,117.64,228.00,40.58,81.55,138.00,58.82,64.11,30.00,18.82,20.50,74.25,12.48,22.64,0.00,1.93,12.20,47.25,2.52,5.27,32.25,1.29,5.61,34.50,1.64,2.24,25.50,0.48,166.28,150.75,212.25,2.25,1.04,36.75,300.00,336.00
1979-05-31,99.59,118.60,229.50,38.04,75.55,141.00,62.57,69.27,30.75,20.94,27.59,78.00,11.56,21.90,71.25,4.55,12.41,48.00,3.29,5.12,38.25,2.24,3.82,33.00,1.40,1.60,25.50,0.56,163.42,141.75,219.00,0.00,1.05,47.25,297.00,343.50
1979-06-01,99.25,118.91,231.00,35.49,69.60,144.75,64.22,72.83,31.50,23.85,32.62,82.50,12.75,22.67,0.75,3.79,11.72,54.00,0.90,3.30,43.50,1.59,3.20,33.00,1.87,2.09,26.25,0.63,160.30,91.50,228.00,318.75,1.13,60.75,293.25,353.25
1979-06-02,97.66,115.22,230.25,32.88,64.67,149.25,65.75,74.76,31.50,22.98,35.46,87.00,11.08,21.18,1.50,2.42,13.53,50.25,1.57,3.60,29.25,2.12,4.82,35.25,1.15,2.06,29.25,0.65,154.68,78.00,235.50,312.75,1.18,78.00,285.75,3.00
1979-06-03,95.98,109.54,228.75,30.67,63.43,153.00,67.49,77.61,31.50,20.93,35.08,0.75,11.81,18.12,3.00,2.77,15.54,48.00,2.06,4.69,33.75,1.55,5.73,35.25,1.38,2.43,28.50,0.72,150.22,71.25,241.50,312.00,1.20,87.75,285.00,12.00
1979-06-04,94.12,104.44,227.25,29.39,64.79,154.50,69.51,79.97,30.75,18.78,32.74,6.00,10.61,14.05,6.75,3.71,14.45,49.50,0.97,4.11,37.50,0.81,4.90,33.00,0.87,3.04,35.25,0.75,146.65,71.25,86.25,156.75,1.21,90.75,288.00,18.00
1979-06-05,90.19,99.07,228.00,27.26,68.41,155.25,73.21,83.89,30.75,14.86,29.00,11.25,7.63,10.81,9.75,2.89,12.17,53.25,1.16,3.10,29.25,1.77,4.28,27.75,0.69,3.69,29.25,0.75,142.84,66.00,78.75,144.00,1.19,93.75,288.75,21.75
1979-06-06,85.92,95.61,229.50,22.95,71.94,155.25,73.99,87.68,30.75,10.02,24.54,15.75,5.23,8.82,12.75,3.46,13.09,48.75,0.64,2.58,35.25,1.05,3.54,30.75,0.30,2.78,35.25,0.84,140.47,64.50,249.75,313.50,1.17,99.75,286.50,25.50
1979-06-07,84.44,95.24,231.75,17.26,73.22,156.00,71.80,88.58,30.75,3.78,19.84,18.75,3.31,6.59,18.00,4.00,11.98,51.00,0.86,2.92,19.50,0.99,3.16,27.00,0.38,2.89,35.25,0.90,138.61,66.00,249.75,315.00,1.16,102.75,285.75,27.75
1979-06-08,85.86,97.04,235.50,12.74,73.13,158.25,69.97,88.30,30.75,0.52,15.45,80.25,1.06,7.81,31.50,2.79,8.34,51.00,1.53,3.64,22.50,1.01,2.75,24.00,0.43,3.65,32.25,0.86,137.29,61.50,249.75,310.50,1.13,103.50,286.50,29.25
1979-06-09,88.28,99.34,237.75,11.32,71.98,166.50,69.10,87.96,30.75,3.12,13.54,68.25,0.70,10.39,60.75,2.57,7.01,48.75,1.25,4.83,32.25,1.48,2.39,24.75,0.20,3.59,33.75,0.87,138.13,50.25,247.50,297.00,1.13,106.50,282.75,28.50
1979-06-10,89.80,98.82,237.00,12.72,70.24,174.75,69.23,86.91,31.50,5.38,14.10,65.25,2.88,9.97,63.00,2.87,8.67,45.00,0.46,6.18,3.75,1.59,2.58,26.25,0.38,3.59,24.00,0.92,138.31,56.25,83.25,138.75,1.16,105.00,279.00,23.25
1979-06-11,88.82,95.20,234.75,15.27,68.23,178.50,71.85,87.28,31.50,9.35,15.91,67.50,4.90,7.14,0.75,3.99,10.77,43.50,2.51,6.26,24.00,1.02,3.35,25.50,0.79,3.97,30.00,0.96,137.30,62.25,87.00,148.50,1.18,69.00,275.25,343.50
1979-06-12,86.98,91.60,232.50,16.48,63.72,1.50,75.46,89.83,31.50,11.50,18.55,70.50,4.98,8.79,10.50,7.26,12.92,44.25,2.64,5.78,33.00,1.51,3.30,21.75,0.37,3.36,33.00,1.10,135.90,67.50,92.25,159.00,1.16,64.50,274.50,338.25
1979-06-13,85.86,88.65,229.50,15.48,57.62,178.50,78.23,91.56,31.50,14.15,22.55,72.75,4.33,10.34,15.75,9.11,11.64,49.50,1.57,5.31,32.25,1.70,3.44,22.50,1.02,3.90,38.25,1.20,134.39,78.00,89.25,166.50,1.12,67.50,275.25,342.00
1979-06-14,85.09,86.46,225.00,14.98,53.80,168.75,82.25,93.26,32.25,16.24,27.33,76.50,3.44,13.22,16.50,5.51,7.17,54.00,2.30,5.54,35.25,1.75,2.29,25.50,0.35,2.90,3.00,1.18,134.59,81.00,91.50,171.75,1.14,67.50,279.00,345.75
1979-06-15,81.74,82.11,222.00,16.93,54.79,155.25,88.29,95.75,31.50,16.26,31.30,80.25,5.54,16.66,12.75,4.57,4.82,49.50,1.95,5.16,39.00,2.12,2.57,25.50,0.65,2.88,3.75,1.17,136.20,79.50,96.75,175.50,1.19,70.50,279.75,349.50
1979-06-16,77.35,77.35,221.25,22.36,57.20,144.75,94.58,99.91,32.25,14.70,34.11,84.00,7.55,19.17,18.75,5.84,5.91,48.00,2.63,3.48,39.75,2.43,2.58,27.00,0.26,2.74,3.75,1.18,137.35,80.25,99.00,178.50,1.24,76.50,275.25,351.00
1979-06-17,74.63,74.63,223.50,27.50,58.71,141.75,100.37,104.04,32.25,14.17,35.57,86.25,6.47,19.75,27.00,6.33,6.39,49.50,1.79,2.32,46.50,2.74,2.82,24.75,0.32,3.28,6.75,1.22,138.64,96.00,82.50,177.75,1.27,82.50,268.50,350.25
1979-06-18,75.34,75.34,225.75,29.68,61.12,142.50,103.75,107.40,33.00,12.60,35.28,0.00,2.96,19.12,35.25,4.09,5.54,48.75,1.00,2.87,41.25,2.44,2.57,24.75,0.16,3.79,20.25,1.24,140.26,95.25,79.50,174.00,1.28,84.75,264.75,348.75
1979-06-19,77.43,77.43,226.50,29.55,62.95,142.50,104.41,108.52,33.75,8.62,33.24,3.75,0.71,17.18,39.75,5.36,5.86,48.00,0.65,2.98,34.50,2.93,2.99,25.50,0.68,3.45,1.50,1.31,140.17,93.00,78.75,171.00,1.26,84.75,264.00,348.00
1979-06-20,79.26,79.26,227.25,27.79,63.08,142.50,101.20,106.26,34.50,5.32,30.46,0.00,1.26,14.89,0.00,3.62,6.93,48.75,1.07,3.48,39.75,3.38,3.38,23.25,0.47,3.68,4.50,1.32,137.03,87.00,81.75,168.00,1.17,83.25,266.25,348.75
1979-06-21,80.46,80.53,229.50,26.98,59.11,142.50,97.39,103.16,35.25,8.95,27.88,85.50,2.71,12.95,9.00,4.39,6.49,45.00,1.30,4.44,36.00,3.61,3.79,26.25,0.49,3.77,6.75,1.28,132.80,80.25,87.75,167.25,1.04,75.00,269.25,343.50
1979-06-22,82.09,82.38,232.50,25.83,53.64,147.75,95.85,101.38,35.25,13.20,27.71,88.50,2.85,12.49,15.00,4.24,7.65,48.75,1.55,4.14,36.75,2.38,3.27,24.75,0.22,2.79,9.75,1.27,130.96,81.00,86.25,166.50,0.98,65.25,271.50,336.00
1979-06-23,83.33,83.84,234.00,24.34,50.42,155.25,97.15,100.77,35.25,15.95,29.76,2.25,3.40,14.75,18.75,3.05,7.67,45.00,2.25,4.08,35.25,4.05,4.17,23.25,0.81,3.30,6.00,1.22,131.12,84.75,83.25,167.25,0.95,56.25,274.50,330.00
1979-06-24,83.04,84.11,235.50,23.94,49.68,159.75,99.60,102.82,36.00,18.22,33.13,5.25,4.21,16.13,22.50,4.43,6.88,49.50,2.73,3.41,39.75,4.15,4.35,24.75,0.85,2.84,12.00,1.17,132.14,90.75,78.75,168.75,0.95,50.25,279.00,328.50
1979-06-25,79.68,81.41,239.25,25.23,47.40,162.75,99.99,103.86,37.50,20.64,34.85,9.00,5.42,16.52,26.25,2.47,6.57,55.50,2.33,2.93,42.00,2.37,3.79,27.00,0.64,3.40,11.25,1.12,132.07,88.50,78.75,166.50,0.97,48.75,282.75,330.75
1979-06-26,76.73,79.34,243.75,28.40,43.71,162.75,100.26,105.28,38.25,21.89,34.75,12.00,5.92,17.21,28.50,0.19,7.15,4.50,1.84,3.10,45.00,3.23,3.60,21.00,0.49,3.68,14.25,1.10,132.30,90.00,73.50,162.75,1.03,46.50,285.00,330.75
1979-06-27,74.32,77.49,246.75,33.49,41.32,162.00,99.00,105.40,39.75,21.86,32.88,15.75,6.78,17.05,32.25,3.12,6.85,33.00,1.23,4.13,44.25,3.11,3.29,23.25,1.36,3.36,6.00,1.12,131.46,91.50,71.25,162.00,1.07,39.00,285.75,324.00
1979-06-28,70.22,74.39,247.50,38.83,41.65,162.00,96.98,104.99,39.75,21.24,28.45,18.00,6.39,14.55,36.75,4.83,5.85,40.50,1.74,3.62,48.00,3.20,3.41,24.00,1.48,3.24,6.75,1.20,128.95,96.00,67.50,162.75,1.03,30.00,37.50,66.75
1979-06-29,66.58,70.60,247.50,41.57,43.88,162.00,95.14,103.88,40.50,19.66,22.56,21.00,5.02,11.94,39.75,2.44,5.24,43.50,0.61,3.60,3.00,2.24,2.98,28.50,1.77,3.18,11.25,1.22,125.66,85.50,69.75,154.50,0.92,25.50,42.00,66.75
1979-06-30,65.69,69.03,246.75,40.96,47.59,162.00,94.49,102.67,40.50,17.84,20.85,24.00,4.50,10.64,37.50,0.98,5.33,30.00,0.30,2.76,3.75,0.56,3.80,22.50,0.70,3.27,9.00,1.16,124.28,75.00,72.00,146.25,0.83,15.00,47.25,61.50
1979-07-01,66.78,69.70,245.25,38.88,52.13,159.75,96.00,103.30,40.50,15.53,20.36,27.75,6.10,9.89,39.75,3.46,4.42,30.75,1.63,2.49,35.25,1.31,4.14,20.25,1.10,3.88,7.50,1.17,125.88,75.75,74.25,149.25,0.80,0.00,0.00,0.00
1979-07-02,69.48,72.81,245.25,38.54,54.42,156.75,96.10,103.84,41.25,10.77,16.81,30.75,6.67,7.32,42.75,2.83,5.47,33.75,2.93,3.04,43.50,2.39,2.61,19.50,1.06,3.48,6.75,1.23,127.16,79.50,75.00,153.75,0.77,0.00,0.00,0.00
1979-07-03,72.21,76.81,246.00,38.89,53.98,155.25,94.79,102.46,42.00,6.30,12.91,31.50,8.26,8.36,46.50,2.62,4.92,30.00,2.20,3.30,45.75,2.52,2.63,21.00,1.31,3.12,7.50,1.18,127.14,76.50,77.25,153.00,0.72,0.00,0.00,0.00
1979-07-04,73.26,78.60,247.50,38.24,52.17,155.25,93.32,100.20,42.75,2.61,14.47,28.50,8.45,8.56,53.25,4.01,5.10,30.75,1.65,3.05,43.50,2.71,2.99,21.00,1.04,2.69,9.75,1.14,126.18,71.25,82.50,153.00,0.69,30.00,240.75,270.00
1979-07-05,75.38,80.53,246.75,36.86,49.25,156.00,88.48,95.70,44.25,2.25,17.80,9.00,6.36,6.79,58.50,4.48,4.85,36.00,2.88,3.25,41.25,2.08,2.44,21.75,1.32,2.87,4.50,1.11,124.60,65.25,91.50,156.00,0.69,41.25,240.00,280.50
1979-07-06,79.44,84.61,244.50,35.75,46.86,156.00,83.49,90.62,44.25,4.19,20.14,4.50,3.78,6.49,62.25,2.83,3.29,36.75,2.62,2.96,43.50,2.81,2.96,21.00,1.17,3.27,8.25,1.01,125.14,63.00,96.00,158.25,0.69,45.00,237.75,282.00
1979-07-07,82.83,88.36,240.75,36.42,45.12,155.25,81.55,88.86,44.25,4.42,22.15,3.75,2.41,4.80,63.00,3.77,5.32,34.50,3.15,3.57,43.50,2.17,2.30,24.75,0.98,3.14,7.50,0.93,127.98,63.75,98.25,161.25,0.73,50.25,231.75,281.25
1979-07-08,83.96,90.10,237.00,37.91,45.01,153.75,79.69,87.32,44.25,4.43,23.87,89.25,2.06,4.91,48.00,3.54,8.45,39.75,2.68,3.12,47.25,1.22,2.41,24.75,0.71,3.32,6.75,0.98,130.25,66.75,99.75,165.75,0.80,56.25,229.50,285.00
1979-07-09,83.07,90.64,233.25,35.87,46.21,153.75,75.63,83.54,45.00,5.46,26.11,87.00,4.64,6.07,53.25,1.91,9.80,36.75,2.31,3.33,50.25,0.39,3.00,21.75,1.18,3.15,6.75,0.96,129.68,60.00,104.25,163.50,0.83,61.50,225.75,286.50
1979-07-10,82.04,91.59,231.00,30.73,46.19,152.25,72.77,80.45,45.00,6.94,27.17,0.00,2.02,6.39,56.25,3.11,9.60,34.50,1.18,3.85,48.75,1.09,3.42,22.50,1.01,3.92,8.25,0.87,128.89,47.25,114.00,160.50,0.82,67.50,220.50,287.25
1979-07-11,82.39,94.77,229.50,25.63,44.99,150.75,71.97,78.97,45.75,6.12,26.82,5.25,5.08,5.76,45.75,2.29,8.79,37.50,2.69,3.71,48.75,1.43,3.93,22.50,1.05,3.52,9.00,0.82,129.11,28.50,126.00,153.75,0.81,79.50,210.00,288.75
1979-07-12,81.45,97.29,227.25,22.15,44.35,149.25,72.42,78.21,46.50,2.91,24.07,12.00,6.93,7.09,54.00,2.69,7.48,24.00,2.75,3.29,0.00,1.35,2.99,27.00,1.08,3.81,6.75,0.76,129.20,25.50,118.50,143.25,0.77,77.25,211.50,288.00
1979-07-13,78.60,97.73,226.50,18.82,43.83,153.00,71.36,76.46,48.00,1.47,20.50,33.00,6.71,6.71,59.25,4.91,6.92,27.75,3.02,3.50,51.00,1.14,2.20,28.50,1.19,4.36,9.00,0.72,128.19,29.25,117.75,146.25,0.73,64.50,222.00,285.75
1979-07-14,76.73,97.80,227.25,17.23,41.29,161.25,67.12,71.45,50.25,3.55,16.92,48.75,6.06,7.11,64.50,4.57,7.06,30.00,2.63,3.93,2.25,0.92,3.86,27.75,0.80,5.04,11.25,0.63,126.97,27.75,120.00,147.00,0.71,54.00,231.75,285.00
